Graph_Size,Execution_Time
10,0.0013333774212608235
10,0.0013703093568530817
10,0.0015312534112697552
10,0.0013456809950830421
10,0.001343644297863091
10,0.0013017989610118361
10,0.0012998598590863797
10,0.0015390553689859148
10,0.001342119470994302
10,0.0014575029032140425
10,0.0015018776854241528
10,0.0013257356615082494
10,0.0015237332873860618
10,0.0014229252669447315
10,0.0015211719392288284
10,0.0015051741380336056
10,0.001525605496816374
10,0.0015629203334971773
10,0.001430144616558943
10,0.0014796559205810325
10,0.0013079191378220347
10,0.0014129058041421044
10,0.0014999300910792655
10,0.0014496413470771934
10,0.0014905254624718533
10,0.0014031069900399225
10,0.001515193047403307
10,0.001425472224271131
10,0.0015139089959208677
10,0.00144843539864936
10,0.0014231928219436262
10,0.00135883744929665
10,0.0014334384118593086
10,0.0015531975656842645
10,0.0014578782725144976
10,0.001499276892776274
10,0.0014477361026669162
10,0.0013004587943955168
10,0.0014428856424832405
10,0.0013999311757139576
10,0.0015511597349868406
10,0.0015066747931908899
10,0.001459547789453123
10,0.0013748986968735491
10,0.001328513513182973
10,0.0015086195662121125
10,0.0013425312225386005
10,0.001529080185805829
10,0.001427823430023213
10,0.0013684967175641696
10,0.001558999558502149
10,0.0013725442997210178
10,0.0012990612445715412
10,0.0015625740947506578
10,0.001331904430499347
10,0.0014909110004522742
10,0.001514396554981991
10,0.0015206687614295
10,0.0013760730696010285
10,0.0015076263515717686
10,0.001493250208528342
10,0.0014826040003058341
10,0.0013705683589603237
10,0.0014290482873018369
10,0.0013415627129092782
10,0.0013855600613148595
10,0.0013483058168488819
10,0.001579314148680845
10,0.001367542361597355
10,0.0015211651429109393
10,0.0013859048914650089
10,0.0014511583812017402
10,0.0012960718121857557
10,0.001380025978442894
10,0.0013186823691979416
10,0.001356567846991288
10,0.0014435538440346523
10,0.0014287611277526739
10,0.0015024730318307469
10,0.0013625121789795488
10,0.0013397079186336532
10,0.0014353237478760235
10,0.0013805767192141664
10,0.0015537617655997913
10,0.0015193112699057325
10,0.0014283197869856682
10,0.0014308053776137626
10,0.0014929351140939755
10,0.0014667032384597426
10,0.001511720667032394
10,0.0014876659518182726
10,0.0013897708014289781
10,0.0013909596956768575
10,0.0014073228875075736
10,0.0013400438928898035
10,0.0015446336633263098
10,0.0014930229268349388
10,0.0013551138469341034
10,0.0015028864237482576
10,0.0015208214720832391
20,0.009353614455157023
20,0.009228560972587401
20,0.01081500866639317
20,0.009666307383942533
20,0.011170063322675424
20,0.010137034425309801
20,0.009657886711408938
20,0.01016599364481615
20,0.010838271985022177
20,0.009279385222211311
20,0.010277418631573514
20,0.010437325013363799
20,0.009477069215332458
20,0.010534680700724861
20,0.01038751922003526
20,0.009734141575105666
20,0.009807320765891657
20,0.00936064861713409
20,0.010757037307763036
20,0.010845851265224976
20,0.009343063565576399
20,0.009638583423182731
20,0.00964720074586293
20,0.009912968709999205
20,0.009268033189136552
20,0.009575614453942548
20,0.010525080235064039
20,0.010817408145506283
20,0.01066265549197309
20,0.009661879185443164
20,0.009823484690671853
20,0.010235818850001212
20,0.010007086276087812
20,0.00948650552997323
20,0.009444669650982142
20,0.009571576604511684
20,0.009603912098963796
20,0.009447157671204022
20,0.010059619228093635
20,0.009542901549202908
20,0.010244978897893551
20,0.009906787711935547
20,0.009525331207536356
20,0.009566571251855435
20,0.0092633190583099
20,0.009766890989155534
20,0.010294119462096846
20,0.011176151188315971
20,0.010205997905678608
20,0.01036539621689313
20,0.010736348162649324
20,0.010375485251928473
20,0.009784021231377794
20,0.010368604050907762
20,0.009869152920652767
20,0.009966886559631866
20,0.011152924408063421
20,0.010582790392025816
20,0.010214525150603159
20,0.010372017099919308
20,0.011170343359002698
20,0.011006337618901223
20,0.011237139308252228
20,0.010334115449877829
20,0.010430595672316549
20,0.00947730654725
20,0.009741321427743563
20,0.009540351090502282
20,0.009252934229637575
20,0.010657983482949808
20,0.010366110113170153
20,0.010377503240233166
20,0.010234432599259486
20,0.010416134393526264
20,0.010935037971051179
20,0.010895933769975939
20,0.009439744400483358
20,0.009681768529594919
20,0.009462507321984993
20,0.010907734965997616
20,0.0093780661243493
20,0.009405390371445808
20,0.010189566731026868
20,0.01037029746032234
20,0.010700062966914675
20,0.009281838241940203
20,0.01092846744990624
20,0.010100029566189033
20,0.01054458176651599
20,0.010051745520231055
20,0.01090875969891697
20,0.010501901290197712
20,0.010544180212884694
20,0.010343801602377944
20,0.011035689685360684
20,0.01021478414947953
20,0.010054968858261562
20,0.009296117874837717
20,0.009895953022419279
20,0.009237749326372216
40,0.0699785672887203
40,0.06315263310749847
40,0.06631695015851867
40,0.05930329913916015
40,0.06856460103403283
40,0.0632200804995093
40,0.0664746255857504
40,0.07016091251960148
40,0.0663895667342321
40,0.06191204891114588
40,0.06855465021493488
40,0.06591342752603536
40,0.06751039674219499
40,0.0700669088641064
40,0.059788544465621526
40,0.06157423362784395
40,0.06365536238896793
40,0.06669114310090798
40,0.07085396390051825
40,0.06710251734197398
40,0.06581162610259142
40,0.06126894018700919
40,0.07073265980182787
40,0.0644126993137908
40,0.061520370395538856
40,0.06803349895152243
40,0.06939426416037597
40,0.06523779351798961
40,0.06905297637363088
40,0.06977658992438603
40,0.05966418403240274
40,0.06169127111518444
40,0.06247539765491139
40,0.06870251462511294
40,0.07165615559844257
40,0.06629415106302378
40,0.06438764053246342
40,0.06325646078219305
40,0.07160565976359275
40,0.059601251131082465
40,0.06417798033594813
40,0.06515188332298853
40,0.06808338585458602
40,0.06676998620222865
40,0.06457123407013193
40,0.06786713484465969
40,0.06989663093644577
40,0.06629676676736267
40,0.06628354125137266
40,0.06528669879123529
40,0.06331351731168763
40,0.06484133601031279
40,0.06118423402199953
40,0.06152177400356322
40,0.0589264842247704
40,0.06484966662244132
40,0.06406770720305308
40,0.06562676352785703
40,0.060720748697834157
40,0.06859735365865235
40,0.06452153903854083
40,0.07062602784839546
40,0.0664724124819723
40,0.06906714888632763
40,0.059389258604069496
40,0.059515384016101555
40,0.06667583271750926
40,0.06408992985211451
40,0.059843444235403546
40,0.06453464820967704
40,0.07142761041977834
40,0.06927929227576303
40,0.06633946928537082
40,0.06779366631614189
40,0.062324696478074676
40,0.060720762149579735
40,0.07058480313140841
40,0.06468336874472821
40,0.06695834637000207
40,0.06416779252788915
40,0.06275570142572064
40,0.06303849843337668
40,0.07172918912503792
40,0.06855767353537649
40,0.06534171788734786
40,0.06816740002904444
40,0.058836163347017925
40,0.06422568503598361
40,0.06372079437541923
40,0.0650474549997405
40,0.0651176890245365
40,0.06239777891404939
40,0.07073381051800169
40,0.07161905144040778
40,0.06443048663694795
40,0.06083969742583003
40,0.07128902613923875
40,0.06642567316101208
40,0.07088088370289664
40,0.06121990129619605
100,0.924189277430528
100,0.8966036915175546
100,0.9620299112999835
100,0.9708052377508062
100,0.8829386940992878
100,0.9800658466692534
100,0.980833960231453
100,1.0125390780900225
100,0.9073158405218125
100,0.9929553621115443
100,0.9066450975038032
100,0.9660785807528732
100,0.8802185719404304
100,1.0195870825810394
100,0.9181653759674542
100,0.86263969786923
100,0.9989363372685772
100,0.8994373052956621
100,0.8768147053300844
100,0.9462247550471371
100,0.9093525826862023
100,0.9925094443710426
100,0.9242638016354258
100,0.9926912639048763
100,1.0405781667744922
100,0.999148710927265
100,0.9899828901299363
100,0.8597408787205295
100,0.9798356265995553
100,0.9453944782710922
100,1.0147622508070135
100,0.8562820308624846
100,0.9999552154870829
100,0.9363704129507519
100,0.9764240010616282
100,0.9032345588989286
100,1.0086119904666702
100,0.8743812678074844
100,0.9241442730250579
100,0.9895978164378462
100,0.9097148108677009
100,0.9496323498655643
100,1.0163025471912535
100,0.9923611229128722
100,1.0107526977618888
100,0.9258842292719348
100,0.8629991013488396
100,0.9784412252817718
100,1.0158065009425286
100,0.9439491541460536
100,1.019649643477037
100,0.9254565044600532
100,0.9742948299707993
100,0.9692617983641986
100,0.8589008824302993
100,1.0279265040662404
100,1.0374410514281678
100,0.9588517039175709
100,1.0328609049697586
100,0.9398406840665495
100,1.0156926535290751
100,0.9438815832353941
100,0.874863668472666
100,0.912433045285986
100,0.8665878037351602
100,0.9551249965104919
100,0.8922067123282592
100,0.8804870322471192
100,1.0075609690947493
100,1.0410857605135888
100,1.0272453011186444
100,0.8828111392372664
100,0.8567363337341085
100,0.8915170535010251
100,0.8853890914873521
100,0.9863771868701445
100,0.9841811812628262
100,0.9804148267435843
100,0.961356864204074
100,1.0247855579445333
100,0.8738850442940159
100,0.9494388106614221
100,1.0046951720475261
100,0.9859579986586833
100,0.9907449581202361
100,1.018555652263044
100,1.0417096512907698
100,0.8550005006511114
100,0.8898215521403958
100,0.9453094475370456
100,0.9358393267910471
100,0.9555869092102764
100,0.9130918089335816
100,1.0092470717172297
100,0.9068557677393546
100,0.9523132217307014
100,0.9387175710652854
100,1.0379495164433046
100,1.0335518760721516
100,0.9816818884477628
200,8.334705767742625
200,9.151058096666006
200,9.064012139916942
200,8.261103992727426
200,9.302865177762099
200,8.848259027220465
200,8.841191969562987
200,8.573653789703668
200,7.949139289574309
200,8.172246808390952
200,9.21083865977784
200,8.606355327394896
200,8.896534683871408
200,8.187010310200915
200,8.338027282904244
200,7.715275456630811
200,8.449453168685375
200,7.942672702590911
200,8.149919794662642
200,9.130828367725622
200,9.000964434836234
200,8.687765517997807
200,8.022033637819662
200,8.424752792273958
200,7.781616385486116
200,9.247556716704741
200,7.865360294272965
200,8.370673192831264
200,9.290848379100463
