Graph_Size,Execution_Time
10,0.0005491420037240247
10,0.0005092051954397145
10,0.0004976656461898324
10,0.0005299268725453216
10,0.0005385001179242822
10,0.0004835867757258218
10,0.0004868361969846485
10,0.0004996876385219918
10,0.0005378079392235238
10,0.0004905979227946637
10,0.0004701644844466703
10,0.0005385253918390622
10,0.0005426611713943023
10,0.0004696432258115814
10,0.00048053267518407563
10,0.0005421535294266663
10,0.0004734345462595161
10,0.0004589820956475409
10,0.0004989477416420597
10,0.0005356064458339762
10,0.00046088016651253455
10,0.0005287435881565431
10,0.0005093684597251907
10,0.0004838366977160029
10,0.00045889343326084613
10,0.0005420210402799766
10,0.00047200045355281134
10,0.00047098474016012034
10,0.0004861479398853108
10,0.0005011466474921771
10,0.000479396083066467
10,0.0004812932014831699
10,0.0005144129242810772
10,0.0005494422444887549
10,0.0004623184550451124
10,0.0005207368436968083
10,0.000520529597635656
10,0.0005399046503159028
10,0.00046000895626118344
10,0.00046774749753099353
10,0.0005498055604689358
10,0.0004818656126178006
10,0.00047496634539664353
10,0.00048068742478578444
10,0.0005053300680982965
10,0.0005254809194058779
10,0.0005464511049111836
10,0.0004670703013729401
10,0.0005496092355902061
10,0.0004931125385196572
10,0.00048039803088145423
10,0.000497151640645585
10,0.0005051534139351886
10,0.0004692832727262357
10,0.000510155517335768
10,0.0005498716242335603
10,0.0004754928518815998
10,0.0004672652771025678
10,0.00046911211754002187
10,0.0005427821686909075
10,0.0005430063447578837
10,0.0005417326821518596
10,0.0004716605175456632
10,0.000535721441962552
10,0.0005223411681519183
10,0.0005318248127114164
10,0.0004670727757398132
10,0.000527651212477762
10,0.0005098742083827751
10,0.0005459182405429919
10,0.0005446878892229704
10,0.0004648449178523487
10,0.00046715069867344755
10,0.000551082659921659
10,0.0005178289254310529
10,0.0005209409891308988
10,0.0004673140774220965
10,0.0005415102041529189
10,0.0005013214816646766
10,0.0005114094963199408
10,0.00045659283683072057
10,0.0004688657871437669
10,0.0005100619476568209
10,0.0005111547007033371
10,0.0004676397889106504
10,0.0005519255432362344
10,0.00048122710884220774
10,0.00047449681930553583
10,0.0005055606340599213
10,0.000481565580593547
10,0.0004614842461979668
10,0.0004534465932419904
10,0.0005374568794481219
10,0.000469701978437931
10,0.0005323122718688219
10,0.0005417000345698435
10,0.0005129714430638219
10,0.0005396710233119555
10,0.0005170087221980349
10,0.0004745894527524553
20,0.0046339358575628615
20,0.0046625481452039035
20,0.004742548814362145
20,0.004127159475814418
20,0.0042787430418327835
20,0.004917336809224693
20,0.004973573832123117
20,0.004576427652710068
20,0.004390416429616744
20,0.004927428161251901
20,0.004644781434630394
20,0.004308167255306332
20,0.00418396510543672
20,0.004511106448122662
20,0.004788967236863009
20,0.004569892796723724
20,0.004098833367243752
20,0.00429101632505713
20,0.004401188330552001
20,0.004402340809027493
20,0.004512459151546697
20,0.004675640768069689
20,0.004955976442534492
20,0.004120215939141126
20,0.004314766108056406
20,0.004884984071199659
20,0.004485145460471428
20,0.004173817330291256
20,0.004365380889095794
20,0.004516727331864786
20,0.004627016271827966
20,0.004136535536360044
20,0.004836753549211543
20,0.004084770014886232
20,0.004799527363351721
20,0.004433190321155629
20,0.004734120249715656
20,0.004335711058310238
20,0.004864872428386933
20,0.004397910908711531
20,0.0044779626827556596
20,0.004415014881628827
20,0.004604565225438024
20,0.004141516699574496
20,0.004288187698316913
20,0.004863145572207011
20,0.004153776757282596
20,0.004309844133532963
20,0.004601428742836292
20,0.004832554523928928
20,0.004143832249544484
20,0.004732301515289956
20,0.004569506461395961
20,0.004692462473722733
20,0.004822808429079164
20,0.004648989273764949
20,0.00479347398901365
20,0.004515907247275438
20,0.0048694544539830175
20,0.004880694729743577
20,0.0045571470326100484
20,0.004332427012325772
20,0.004368306461770739
20,0.004427351145394071
20,0.004325912031693325
20,0.0049369508099842835
20,0.004936057243624807
20,0.00453661353942614
20,0.00441711685920656
20,0.004196137506142578
20,0.004948918811519673
20,0.004766887136476972
20,0.004602490355838718
20,0.004301596251705834
20,0.004709242536877592
20,0.004780104196936349
20,0.004372233682019845
20,0.0042504351792626155
20,0.0048411749595587425
20,0.004783665592009262
20,0.0042676111294973305
20,0.004652636254916481
20,0.0045225055215229095
20,0.004580357465958203
20,0.004077108891704356
20,0.004660761832885671
20,0.004815256561355724
20,0.0045300380169118765
20,0.004917041389448541
20,0.004566760627053607
20,0.004774922221224305
20,0.004595587153214739
20,0.0044391394307182405
20,0.004197050993964013
20,0.004763289187364801
20,0.004117457050341026
20,0.004677068112673086
20,0.004392233368010973
20,0.0049299067867999685
20,0.004873853725497017
40,0.05919605534298211
40,0.05913889882521009
40,0.06102393012738948
40,0.05742084769351028
40,0.05925721146737696
40,0.056499875724158544
40,0.06410076096002773
40,0.06522419738868285
40,0.06146542555046567
40,0.06793066348286589
40,0.06016937141163858
40,0.0631366880809043
